ID,Word,Sentence,Correct Sense,Definition
402,order,She read the order aloud to the assembled group.,command,an authoritative instruction or directive given to someone
403,order,He knew better than to disobey a direct order.,command,an authoritative instruction or directive given to someone
404,order,She repeated the order more firmly the second time.,command,an authoritative instruction or directive given to someone
405,order,He requested clarification before carrying out the order.,command,an authoritative instruction or directive given to someone
406,order,He entered the order at the age of twenty and took his vows.,religious community,"a society of people, such as monks or nuns, living under common religious rules"
407,order,She visited the monastery to learn more about the order.,religious community,"a society of people, such as monks or nuns, living under common religious rules"
408,order,He was initiated into the order after a year of novitiate.,religious community,"a society of people, such as monks or nuns, living under common religious rules"
409,order,She read the history of the Benedictine order.,religious community,"a society of people, such as monks or nuns, living under common religious rules"
410,order,He admired the simple life lived by members of the order.,religious community,"a society of people, such as monks or nuns, living under common religious rules"
411,order,She wrote a thesis on the founding of the Franciscan order.,religious community,"a society of people, such as monks or nuns, living under common religious rules"
412,order,He wore the plain habit of the order.,religious community,"a society of people, such as monks or nuns, living under common religious rules"
413,order,She asked the brother which order he belonged to.,religious community,"a society of people, such as monks or nuns, living under common religious rules"
414,order,He was welcomed warmly by the other members of the order.,religious community,"a society of people, such as monks or nuns, living under common religious rules"
415,order,She learned that the order ran schools and hospitals.,religious community,"a society of people, such as monks or nuns, living under common religious rules"
416,order,He served in the order for forty years before retirement.,religious community,"a society of people, such as monks or nuns, living under common religious rules"
417,order,She found peace during her retreat at the house of the order.,religious community,"a society of people, such as monks or nuns, living under common religious rules"
418,order,He donated his library to the order upon his death.,religious community,"a society of people, such as monks or nuns, living under common religious rules"
419,order,She followed the daily rhythm of prayer set by the order.,religious community,"a society of people, such as monks or nuns, living under common religious rules"
420,order,He joined a contemplative order rather than an active one.,religious community,"a society of people, such as monks or nuns, living under common religious rules"
421,post,She sent the letter by post and hoped it would arrive in time.,mail system,the official service for delivering letters and parcels
422,post,He dropped the parcel at the post office on his lunch break.,mail system,the official service for delivering letters and parcels
423,post,She was waiting for an important document to arrive in the post.,mail system,the official service for delivering letters and parcels
424,post,He received the post while still in his pyjamas.,mail system,the official service for delivering letters and parcels
425,post,She checked the post box each afternoon for replies.,mail system,the official service for delivering letters and parcels
426,post,He sent the invitations by first class post.,mail system,the official service for delivering letters and parcels
427,post,She was delighted to receive a hand-written card in the post.,mail system,the official service for delivering letters and parcels
428,post,He realised he had not checked the post for a week.,mail system,the official service for delivering letters and parcels
429,post,She arranged for her post to be redirected while she was away.,mail system,the official service for delivering letters and parcels
430,post,He left the parcel with a neighbour when the post came.,mail system,the official service for delivering letters and parcels
431,post,She paid extra to track the post online.,mail system,the official service for delivering letters and parcels
432,post,He lost the receipt but kept the proof of post.,mail system,the official service for delivering letters and parcels
433,post,She sent the contract by recorded post for security.,mail system,the official service for delivering letters and parcels
434,post,He waited for the daily post to see if the acceptance had arrived.,mail system,the official service for delivering letters and parcels
435,post,She wrote her address clearly so the post would arrive safely.,mail system,the official service for delivering letters and parcels
436,post,She applied for a post in the research department.,job position,"a job, position, or office within an organisation"
437,post,He accepted the post of deputy head teacher.,job position,"a job, position, or office within an organisation"
438,post,She was promoted to a senior post within two years.,job position,"a job, position, or office within an organisation"
439,post,He vacated the post after a decade in the role.,job position,"a job, position, or office within an organisation"
440,post,She held the post for three years before moving on.,job position,"a job, position, or office within an organisation"
441,post,He was the ideal candidate for the post.,job position,"a job, position, or office within an organisation"
442,post,She created a new post to handle the expanding workload.,job position,"a job, position, or office within an organisation"
443,post,He was offered the post and accepted immediately.,job position,"a job, position, or office within an organisation"
444,post,She took up the post on the first of January.,job position,"a job, position, or office within an organisation"
445,post,He was surprised to be offered such a senior post.,job position,"a job, position, or office within an organisation"
446,post,She found the post challenging but rewarding.,job position,"a job, position, or office within an organisation"
447,post,He left the post due to personal circumstances.,job position,"a job, position, or office within an organisation"
448,post,She advertised the post across several job sites.,job position,"a job, position, or office within an organisation"
449,post,He was shortlisted for the post after an impressive application.,job position,"a job, position, or office within an organisation"
450,post,She had been in the post longer than anyone expected.,job position,"a job, position, or office within an organisation"
451,post,She nailed the sign to the wooden post at the gate.,upright pole,an upright piece of timber or metal fixed firmly in the ground
452,post,He replaced the rotten post at the end of the garden.,upright pole,an upright piece of timber or metal fixed firmly in the ground
453,post,She tied the boat to the post on the jetty.,upright pole,an upright piece of timber or metal fixed firmly in the ground
454,post,He knocked the post into the ground with a mallet.,upright pole,an upright piece of timber or metal fixed firmly in the ground
455,post,She painted the fence post white before hanging the gate.,upright pole,an upright piece of timber or metal fixed firmly in the ground
456,post,He checked that every post was vertical before stringing the wire.,upright pole,an upright piece of timber or metal fixed firmly in the ground
457,post,She wound the climbing rose around the tall post.,upright pole,an upright piece of timber or metal fixed firmly in the ground
458,post,He drove the metal post into the hard soil.,upright pole,an upright piece of timber or metal fixed firmly in the ground
459,post,She attached the letterbox to the post at the end of the path.,upright pole,an upright piece of timber or metal fixed firmly in the ground
460,post,He checked each post for signs of rot or damage.,upright pole,an upright piece of timber or metal fixed firmly in the ground
461,post,She leaned the ladder against the post to reach the sign.,upright pole,an upright piece of timber or metal fixed firmly in the ground
462,post,He dug a hole for each post before setting it in concrete.,upright pole,an upright piece of timber or metal fixed firmly in the ground
463,post,She noticed that the post had shifted after the storm.,upright pole,an upright piece of timber or metal fixed firmly in the ground
464,post,He measured the gap between each post carefully.,upright pole,an upright piece of timber or metal fixed firmly in the ground
465,post,She wrapped the post in fairy lights for the garden party.,upright pole,an upright piece of timber or metal fixed firmly in the ground
466,post,She posted a photograph of the sunset on her social media.,to publish online,to share or publish content on the internet or social media
467,post,He posted the announcement on the company website.,to publish online,to share or publish content on the internet or social media
468,post,She posted a review of the restaurant she had visited.,to publish online,to share or publish content on the internet or social media
469,post,He posted the video and it was watched ten thousand times.,to publish online,to share or publish content on the internet or social media
470,post,She posted the job advertisement on three platforms.,to publish online,to share or publish content on the internet or social media
471,post,He posted a comment on the article and started a discussion.,to publish online,to share or publish content on the internet or social media
472,post,She posted the update before the official press release.,to publish online,to share or publish content on the internet or social media
473,post,He posted a thread explaining his decision.,to publish online,to share or publish content on the internet or social media
474,post,She posted every day to keep her followers engaged.,to publish online,to share or publish content on the internet or social media
475,post,He posted the finished artwork on the community forum.,to publish online,to share or publish content on the internet or social media
476,post,She posted the timetable on the group page.,to publish online,to share or publish content on the internet or social media
477,post,He posted a question and received dozens of responses.,to publish online,to share or publish content on the internet or social media
478,post,She posted the recipe in response to numerous requests.,to publish online,to share or publish content on the internet or social media
479,post,He posted the results as soon as the count was complete.,to publish online,to share or publish content on the internet or social media
480,post,She posted behind the scenes footage for her subscribers.,to publish online,to share or publish content on the internet or social media
481,park,She walked through the park on her way to work each morning.,public green space,"an area of public land with grass, trees, and paths used for recreation"
482,park,He played football with his son in the park on Sunday.,public green space,"an area of public land with grass, trees, and paths used for recreation"
483,park,She sat on a bench in the park and ate her lunch.,public green space,"an area of public land with grass, trees, and paths used for recreation"
484,park,He jogged around the park three times before breakfast.,public green space,"an area of public land with grass, trees, and paths used for recreation"
485,park,She let her dog run off the lead in the park.,public green space,"an area of public land with grass, trees, and paths used for recreation"
486,park,He flew his kite in the open part of the park.,public green space,"an area of public land with grass, trees, and paths used for recreation"
487,park,She organised a yoga class in the park each summer.,public green space,"an area of public land with grass, trees, and paths used for recreation"
488,park,He proposed to her under the oak tree in the park.,public green space,"an area of public land with grass, trees, and paths used for recreation"
489,park,She brought a blanket and read her book in the park.,public green space,"an area of public land with grass, trees, and paths used for recreation"
490,park,He watched the ducks on the pond in the park.,public green space,"an area of public land with grass, trees, and paths used for recreation"
491,park,She attended the outdoor concert held in the park.,public green space,"an area of public land with grass, trees, and paths used for recreation"
492,park,He chased his toddler across the grass in the park.,public green space,"an area of public land with grass, trees, and paths used for recreation"
493,park,She picked up litter she found in the park.,public green space,"an area of public land with grass, trees, and paths used for recreation"
494,park,He found a quiet corner of the park to sketch in.,public green space,"an area of public land with grass, trees, and paths used for recreation"
495,park,She pushed the pram through the paths of the park.,public green space,"an area of public land with grass, trees, and paths used for recreation"
496,park,She parked the car in the multi-storey car park.,to leave a vehicle,to bring a vehicle to a stop and leave it temporarily in a place
497,park,He could not find anywhere to park near the station.,to leave a vehicle,to bring a vehicle to a stop and leave it temporarily in a place
498,park,She parked illegally and received a fine.,to leave a vehicle,to bring a vehicle to a stop and leave it temporarily in a place
499,park,He parallel parked in one smooth movement.,to leave a vehicle,to bring a vehicle to a stop and leave it temporarily in a place
500,park,She parked behind the lorry and walked the rest of the way.,to leave a vehicle,to bring a vehicle to a stop and leave it temporarily in a place
501,park,He was unable to park because the space was too small.,to leave a vehicle,to bring a vehicle to a stop and leave it temporarily in a place
502,park,She parked in a disabled bay without displaying a badge.,to leave a vehicle,to bring a vehicle to a stop and leave it temporarily in a place
503,park,He parked the bike against the wall outside the cafe.,to leave a vehicle,to bring a vehicle to a stop and leave it temporarily in a place
504,park,She spent ten minutes trying to park near the market.,to leave a vehicle,to bring a vehicle to a stop and leave it temporarily in a place
505,park,He parked in the last remaining space.,to leave a vehicle,to bring a vehicle to a stop and leave it temporarily in a place
506,park,She parked outside the house and rang the bell.,to leave a vehicle,to bring a vehicle to a stop and leave it temporarily in a place
507,park,"He parked the van on the pavement, blocking the path.",to leave a vehicle,to bring a vehicle to a stop and leave it temporarily in a place
508,park,She was always nervous about parking in the city.,to leave a vehicle,to bring a vehicle to a stop and leave it temporarily in a place
509,park,He parked up and switched off the engine.,to leave a vehicle,to bring a vehicle to a stop and leave it temporarily in a place
510,park,She parked in a bay marked reserved and hoped for the best.,to leave a vehicle,to bring a vehicle to a stop and leave it temporarily in a place
511,park,He worked in a unit on the trading park outside the town.,industrial area,"a designated area of land used for industry, business, or a particular purpose"
512,park,She drove through the business park looking for the address.,industrial area,"a designated area of land used for industry, business, or a particular purpose"
513,park,He located the warehouse on the industrial park.,industrial area,"a designated area of land used for industry, business, or a particular purpose"
514,park,She set up her office in the newly built science park.,industrial area,"a designated area of land used for industry, business, or a particular purpose"
515,park,He noted that the technology park attracted major employers.,industrial area,"a designated area of land used for industry, business, or a particular purpose"
516,park,She visited a company on the enterprise park for an interview.,industrial area,"a designated area of land used for industry, business, or a particular purpose"
517,park,He managed logistics at the distribution park.,industrial area,"a designated area of land used for industry, business, or a particular purpose"
518,park,She found the retail park outside the town easy to navigate.,industrial area,"a designated area of land used for industry, business, or a particular purpose"
519,park,He objected to planning permission for the new industrial park.,industrial area,"a designated area of land used for industry, business, or a particular purpose"
520,park,She photographed the layout of the food production park.,industrial area,"a designated area of land used for industry, business, or a particular purpose"
521,park,He was based at the research park on the edge of the city.,industrial area,"a designated area of land used for industry, business, or a particular purpose"
522,park,She attended a trade fair at the exhibition park.,industrial area,"a designated area of land used for industry, business, or a particular purpose"
523,park,He opened his first unit at the business park.,industrial area,"a designated area of land used for industry, business, or a particular purpose"
524,park,She commuted daily to the out-of-town park.,industrial area,"a designated area of land used for industry, business, or a particular purpose"
525,park,He signed a five-year lease on the unit in the park.,industrial area,"a designated area of land used for industry, business, or a particular purpose"
526,scale,She placed the flour on the scale before adding it to the mix.,measuring device,an instrument used to measure the weight of something
527,scale,He weighed the parcel on the scale at the post office.,measuring device,an instrument used to measure the weight of something
528,scale,She zeroed the scale before placing the item on it.,measuring device,an instrument used to measure the weight of something
529,scale,He used a small digital scale to measure the spices.,measuring device,an instrument used to measure the weight of something
530,scale,She checked the scale to see if the luggage met the weight limit.,measuring device,an instrument used to measure the weight of something
531,scale,He noted that the scale was accurate to within a gram.,measuring device,an instrument used to measure the weight of something
532,scale,She bought a new kitchen scale for precise baking.,measuring device,an instrument used to measure the weight of something
533,scale,He placed each ingredient on the scale one at a time.,measuring device,an instrument used to measure the weight of something
534,scale,She calibrated the scale at the start of every shift.,measuring device,an instrument used to measure the weight of something
535,scale,"He found the scale at the market measured in pounds, not kilograms.",measuring device,an instrument used to measure the weight of something
536,scale,She used a baby scale to monitor her newborn's weight.,measuring device,an instrument used to measure the weight of something
537,scale,He had the scale certified for use in a commercial setting.,measuring device,an instrument used to measure the weight of something
538,scale,She placed the letter on the scale to check the postage needed.,measuring device,an instrument used to measure the weight of something
539,scale,He noticed the scale gave different readings on each side.,measuring device,an instrument used to measure the weight of something
540,scale,She weighed herself on the bathroom scale each morning.,measuring device,an instrument used to measure the weight of something
541,scale,The map was drawn on a scale of one to fifty thousand.,relative size,the relative size or extent of something compared to something else
542,scale,She could not grasp the scale of the disaster from news reports alone.,relative size,the relative size or extent of something compared to something else
543,scale,He underestimated the scale of work involved in the renovation.,relative size,the relative size or extent of something compared to something else
544,scale,She described the scale of the operation as unprecedented.,relative size,the relative size or extent of something compared to something else
545,scale,He drew the blueprint at scale so it could be used on site.,relative size,the relative size or extent of something compared to something else
546,scale,The scale of the project required a team of fifty people.,relative size,the relative size or extent of something compared to something else
547,scale,She was impressed by the scale of the ancient monument.,relative size,the relative size or extent of something compared to something else
548,scale,He adjusted the scale of the diagram to fit on one page.,relative size,the relative size or extent of something compared to something else
549,scale,She discussed the scale of investment needed to proceed.,relative size,the relative size or extent of something compared to something else
550,scale,He explained the scale of the change in simple terms.,relative size,the relative size or extent of something compared to something else
551,scale,The model was built at half scale for the exhibition.,relative size,the relative size or extent of something compared to something else
552,scale,She reduced the scale of her ambitions after the setbacks.,relative size,the relative size or extent of something compared to something else
553,scale,He noted that the scale of the problem had been exaggerated.,relative size,the relative size or extent of something compared to something else
554,scale,She used a ruler to check the scale of the printed drawing.,relative size,the relative size or extent of something compared to something else
555,scale,He worked at the national scale rather than locally.,relative size,the relative size or extent of something compared to something else
556,scale,She scraped the scales from the fish with the back of a knife.,fish covering,the thin flat plates covering the skin of a fish or reptile
557,scale,He admired the iridescent scale of the freshly caught trout.,fish covering,the thin flat plates covering the skin of a fish or reptile
558,scale,She examined the scale under a magnifying glass.,fish covering,the thin flat plates covering the skin of a fish or reptile
559,scale,He noted that each scale had a unique ring pattern.,fish covering,the thin flat plates covering the skin of a fish or reptile
560,scale,She asked the fishmonger to remove the scales before wrapping it.,fish covering,the thin flat plates covering the skin of a fish or reptile
561,scale,He counted the scales along the lateral line to identify the species.,fish covering,the thin flat plates covering the skin of a fish or reptile
562,scale,She found a single fish scale stuck to the chopping board.,fish covering,the thin flat plates covering the skin of a fish or reptile
563,scale,He studied the scale of the snake to determine its age.,fish covering,the thin flat plates covering the skin of a fish or reptile
564,scale,She rinsed the scale off the sink after cleaning the fish.,fish covering,the thin flat plates covering the skin of a fish or reptile
565,scale,He was fascinated by the structure of the fish scale under a microscope.,fish covering,the thin flat plates covering the skin of a fish or reptile
566,scale,She taught the children how to remove scales from a fresh catch.,fish covering,the thin flat plates covering the skin of a fish or reptile
567,scale,He slipped on a loose scale on the deck of the fishing boat.,fish covering,the thin flat plates covering the skin of a fish or reptile
568,scale,She photographed the scale pattern of the exotic fish.,fish covering,the thin flat plates covering the skin of a fish or reptile
569,scale,He noted the difference in scale texture between warm and cold water fish.,fish covering,the thin flat plates covering the skin of a fish or reptile
570,scale,She pressed a fish scale into the clay as a decorative print.,fish covering,the thin flat plates covering the skin of a fish or reptile
571,scale,She practised the major scale on the piano every morning.,musical scale,a series of musical notes in ascending or descending order of pitch
572,scale,He played the chromatic scale from bottom to top of the keyboard.,musical scale,a series of musical notes in ascending or descending order of pitch
573,scale,She ran through the scale before beginning the warm-up exercises.,musical scale,a series of musical notes in ascending or descending order of pitch
574,scale,He transposed the scale into a different key for the exercise.,musical scale,a series of musical notes in ascending or descending order of pitch
575,scale,She struggled with the minor scale in the early stages of learning.,musical scale,a series of musical notes in ascending or descending order of pitch
576,scale,He taught the beginner how to play a simple five-note scale.,musical scale,a series of musical notes in ascending or descending order of pitch
577,scale,She could identify the scale by ear after years of practice.,musical scale,a series of musical notes in ascending or descending order of pitch
578,scale,He composed the melody using notes from a pentatonic scale.,musical scale,a series of musical notes in ascending or descending order of pitch
579,scale,She sang the scale to warm up her voice before the rehearsal.,musical scale,a series of musical notes in ascending or descending order of pitch
580,scale,He explained that the scale formed the basis of the composition.,musical scale,a series of musical notes in ascending or descending order of pitch
581,scale,She played the scale at double speed to test her finger dexterity.,musical scale,a series of musical notes in ascending or descending order of pitch
582,scale,He demonstrated the scale on the violin for the class.,musical scale,a series of musical notes in ascending or descending order of pitch
583,scale,She wrote out the notes of the scale on the manuscript paper.,musical scale,a series of musical notes in ascending or descending order of pitch
584,scale,He played the scale in contrary motion with both hands.,musical scale,a series of musical notes in ascending or descending order of pitch
585,scale,She memorised the scale and could play it without looking at the keyboard.,musical scale,a series of musical notes in ascending or descending order of pitch
586,net,She hung a net across the window to keep out the insects.,mesh fabric,"an open fabric made of knotted thread, wire, or cord with regular spaces"
587,net,He cast the fishing net wide across the calm water.,mesh fabric,"an open fabric made of knotted thread, wire, or cord with regular spaces"
588,net,She practised shooting at the net during training.,mesh fabric,"an open fabric made of knotted thread, wire, or cord with regular spaces"
589,net,He untangled the net before setting it again.,mesh fabric,"an open fabric made of knotted thread, wire, or cord with regular spaces"
590,net,She draped a net over the fruit cage to protect the crop.,mesh fabric,"an open fabric made of knotted thread, wire, or cord with regular spaces"
591,net,He repaired the tear in the net before the game.,mesh fabric,"an open fabric made of knotted thread, wire, or cord with regular spaces"
592,net,She pulled the net in slowly to check what had been caught.,mesh fabric,"an open fabric made of knotted thread, wire, or cord with regular spaces"
593,net,He stretched the badminton net to the correct height.,mesh fabric,"an open fabric made of knotted thread, wire, or cord with regular spaces"
594,net,She made a butterfly net from a bamboo cane and fine mesh.,mesh fabric,"an open fabric made of knotted thread, wire, or cord with regular spaces"
595,net,He pointed at the net to celebrate the goal he had scored.,mesh fabric,"an open fabric made of knotted thread, wire, or cord with regular spaces"
596,net,She set a net to trap the small mammals for tagging.,mesh fabric,"an open fabric made of knotted thread, wire, or cord with regular spaces"
597,net,He checked the mooring net was secured firmly.,mesh fabric,"an open fabric made of knotted thread, wire, or cord with regular spaces"
598,net,She used a hair net to keep her hair in place.,mesh fabric,"an open fabric made of knotted thread, wire, or cord with regular spaces"
599,net,He bought a replacement net for the goalposts.,mesh fabric,"an open fabric made of knotted thread, wire, or cord with regular spaces"
600,net,She drifted the net along the current to catch fish.,mesh fabric,"an open fabric made of knotted thread, wire, or cord with regular spaces"
601,net,His net salary after tax was considerably less than the gross.,after deductions,remaining after all deductions such as tax or costs
602,net,She calculated the net profit after all expenses were removed.,after deductions,remaining after all deductions such as tax or costs
603,net,He earned a net income of forty thousand a year.,after deductions,remaining after all deductions such as tax or costs
604,net,She compared the net returns of the two investments.,after deductions,remaining after all deductions such as tax or costs
605,net,He declared his net worth on the financial form.,after deductions,remaining after all deductions such as tax or costs
606,net,She checked that the net figure matched the statement.,after deductions,remaining after all deductions such as tax or costs
607,net,He received a net payment of eight hundred pounds.,after deductions,remaining after all deductions such as tax or costs
608,net,She noted the net loss for the quarter.,after deductions,remaining after all deductions such as tax or costs
609,net,He calculated the net weight of the product without packaging.,after deductions,remaining after all deductions such as tax or costs
610,net,She preferred to quote the net price rather than the gross.,after deductions,remaining after all deductions such as tax or costs
611,net,He worked out the net benefit after deducting costs.,after deductions,remaining after all deductions such as tax or costs
612,net,She assessed the net impact of the changes on the budget.,after deductions,remaining after all deductions such as tax or costs
613,net,He told her the net gain was far less than expected.,after deductions,remaining after all deductions such as tax or costs
614,net,She looked at the net value of the asset after depreciation.,after deductions,remaining after all deductions such as tax or costs
615,net,He reported the net earnings in the annual accounts.,after deductions,remaining after all deductions such as tax or costs
616,net,She searched for the recipe on the net.,internet,the global network connecting computers worldwide
617,net,He spent the evening browsing the net for cheap flights.,internet,the global network connecting computers worldwide
618,net,She bought the tickets on the net rather than at the box office.,internet,the global network connecting computers worldwide
619,net,He was one of the first in his town to access the net.,internet,the global network connecting computers worldwide
620,net,She published her photographs on the net.,internet,the global network connecting computers worldwide
621,net,He found the information on the net within seconds.,internet,the global network connecting computers worldwide
622,net,She made new friends through the net.,internet,the global network connecting computers worldwide
623,net,He ran his entire business through the net.,internet,the global network connecting computers worldwide
624,net,She was cautious about what she shared on the net.,internet,the global network connecting computers worldwide
625,net,He complained that his net connection was slow.,internet,the global network connecting computers worldwide
626,net,She researched the condition on the net before seeing the doctor.,internet,the global network connecting computers worldwide
627,net,He learned to code using free tutorials on the net.,internet,the global network connecting computers worldwide
628,net,She advertised the flat for rent on the net.,internet,the global network connecting computers worldwide
629,net,He met his wife through a community on the net.,internet,the global network connecting computers worldwide
630,net,She followed the news primarily through the net.,internet,the global network connecting computers worldwide
631,light,She switched on the light before entering the dark room.,illumination,the natural agent that makes things visible
632,light,The light from the window cast long shadows across the floor.,illumination,the natural agent that makes things visible
633,light,He could barely read in the dim light of the lamp.,illumination,the natural agent that makes things visible
634,light,The northern lights lit up the sky in brilliant colors.,illumination,the natural agent that makes things visible
635,light,She shielded her eyes from the bright morning light.,illumination,the natural agent that makes things visible
636,light,The lighthouse sent a beam of light across the dark sea.,illumination,the natural agent that makes things visible
637,light,He replaced the light bulb in the hallway fixture.,illumination,the natural agent that makes things visible
638,light,The room felt cheerful and airy with plenty of natural light.,illumination,the natural agent that makes things visible
639,light,The light in the refrigerator came on when she opened it.,illumination,the natural agent that makes things visible
640,light,She adjusted the blinds to reduce the glare of the light.,illumination,the natural agent that makes things visible
641,light,The neon light above the shop flickered on and off.,illumination,the natural agent that makes things visible
642,light,He studied the way light refracted through the prism.,illumination,the natural agent that makes things visible
643,light,The candle provided just enough light to read by.,illumination,the natural agent that makes things visible
644,light,She took photographs in golden light near sunset.,illumination,the natural agent that makes things visible
645,light,The light at the end of the tunnel grew brighter.,illumination,the natural agent that makes things visible
646,light,She chose a light fabric for the summer dress.,not heavy,having little weight or low intensity
647,light,The backpack was surprisingly light despite looking large.,not heavy,having little weight or low intensity
648,light,He preferred a light lunch before the afternoon meeting.,not heavy,having little weight or low intensity
649,light,The feather was so light it floated on the air.,not heavy,having little weight or low intensity
650,light,She made a light salad with cucumber and mint.,not heavy,having little weight or low intensity
651,light,The helmet was light enough to wear all day comfortably.,not heavy,having little weight or low intensity
652,light,He took a light jacket in case the evening turned cool.,not heavy,having little weight or low intensity
653,light,The doctor recommended light exercise after the surgery.,not heavy,having little weight or low intensity
654,light,She found the suitcase light enough to carry herself.,not heavy,having little weight or low intensity
655,light,He sipped a light beer at the end of a long day.,not heavy,having little weight or low intensity
656,light,"The material was light and breathable, perfect for running.",not heavy,having little weight or low intensity
657,light,She gave him a light tap on the shoulder.,not heavy,having little weight or low intensity
658,light,"The load was light, so they finished early.",not heavy,having little weight or low intensity
659,light,"He slept only lightly, waking at every sound.",not heavy,having little weight or low intensity
660,light,She kept her schedule light in the first week back.,not heavy,having little weight or low intensity
661,light,She lit the candles on the birthday cake.,to ignite,to cause something to start burning or to switch on
662,light,He lit a match to start the campfire.,to ignite,to cause something to start burning or to switch on
663,light,"The pilot light on the stove went out, so she relit it.",to ignite,to cause something to start burning or to switch on
664,light,He flicked his lighter to light the bonfire.,to ignite,to cause something to start burning or to switch on
665,light,She used kindling to light the fire in the grate.,to ignite,to cause something to start burning or to switch on
666,light,The firefighter lit a controlled burn to clear the brush.,to ignite,to cause something to start burning or to switch on
667,light,He struggled to light the barbecue in the wind.,to ignite,to cause something to start burning or to switch on
668,light,She lit the lantern before the long hike back.,to ignite,to cause something to start burning or to switch on
669,light,He lit a cigarette and gazed at the stars.,to ignite,to cause something to start burning or to switch on
670,light,The campers lit the stove to heat the evening meal.,to ignite,to cause something to start burning or to switch on
671,light,She carefully lit the gas ring and set the pan on top.,to ignite,to cause something to start burning or to switch on
672,light,He lit the incense stick and placed it in the holder.,to ignite,to cause something to start burning or to switch on
673,light,The sparks from the flint finally lit the tinder.,to ignite,to cause something to start burning or to switch on
674,light,She lit the torches along the garden path.,to ignite,to cause something to start burning or to switch on
675,light,He could not light the fire because the wood was wet.,to ignite,to cause something to start burning or to switch on
676,match,The football match ended in a thrilling draw.,sports contest,a competitive game or sporting event
677,match,She watched the tennis match with growing excitement.,sports contest,a competitive game or sporting event
678,match,The boxing match lasted all twelve rounds.,sports contest,a competitive game or sporting event
679,match,He scored the winning goal in the final match.,sports contest,a competitive game or sporting event
680,match,The cricket match was abandoned due to rain.,sports contest,a competitive game or sporting event
681,match,She trained hard for the championship match.,sports contest,a competitive game or sporting event
682,match,The match between the two rivals drew a huge crowd.,sports contest,a competitive game or sporting event
683,match,He refereed the match between the two local clubs.,sports contest,a competitive game or sporting event
684,match,The match kicked off at seven o clock sharp.,sports contest,a competitive game or sporting event
685,match,She was nervous before her first competitive match.,sports contest,a competitive game or sporting event
686,match,The squash match was intense and closely contested.,sports contest,a competitive game or sporting event
687,match,He commentated on the match for the radio station.,sports contest,a competitive game or sporting event
688,match,The match was postponed due to a waterlogged pitch.,sports contest,a competitive game or sporting event
689,match,She won the match in three straight sets.,sports contest,a competitive game or sporting event
690,match,The team celebrated after their victory in the match.,sports contest,a competitive game or sporting event
691,match,He struck a match and lit the candle.,fire stick,a small stick tipped with a chemical that ignites by friction
692,match,She kept a box of matches in the kitchen drawer.,fire stick,a small stick tipped with a chemical that ignites by friction
693,match,He pulled a match from the box and scraped it on the side.,fire stick,a small stick tipped with a chemical that ignites by friction
694,match,The match flared briefly in the wind before going out.,fire stick,a small stick tipped with a chemical that ignites by friction
695,match,She handed him a match to light the gas stove.,fire stick,a small stick tipped with a chemical that ignites by friction
696,match,The whole box of matches got wet in the rain.,fire stick,a small stick tipped with a chemical that ignites by friction
697,match,He lit the bonfire with a single match.,fire stick,a small stick tipped with a chemical that ignites by friction
698,match,She struck three matches before one finally caught.,fire stick,a small stick tipped with a chemical that ignites by friction
699,match,The safety match only ignites on its own box.,fire stick,a small stick tipped with a chemical that ignites by friction
700,match,He saved a single match for the last candle.,fire stick,a small stick tipped with a chemical that ignites by friction
701,match,She used a long match to light the fireplace safely.,fire stick,a small stick tipped with a chemical that ignites by friction
702,match,The camper struck a match to start the camp stove.,fire stick,a small stick tipped with a chemical that ignites by friction
703,match,He fumbled in the dark for the box of matches.,fire stick,a small stick tipped with a chemical that ignites by friction
704,match,She shook the box and heard only two matches left.,fire stick,a small stick tipped with a chemical that ignites by friction
705,match,The match went out before he could touch it to the wick.,fire stick,a small stick tipped with a chemical that ignites by friction
706,match,Her earrings match her necklace perfectly.,to correspond,to be the same as or compatible with something else
707,match,He made sure the tie matched his shirt.,to correspond,to be the same as or compatible with something else
708,match,The curtains match the sofa in color and pattern.,to correspond,to be the same as or compatible with something else
709,match,She found shoes that matched the bridesmaid dress.,to correspond,to be the same as or compatible with something else
710,match,The paint color matched the sample card exactly.,to correspond,to be the same as or compatible with something else
711,match,He struggled to find socks that matched each morning.,to correspond,to be the same as or compatible with something else
712,match,The twins wore outfits that matched completely.,to correspond,to be the same as or compatible with something else
713,match,She matched each name to its corresponding face in the photo.,to correspond,to be the same as or compatible with something else
714,match,The data matched the predictions from the model.,to correspond,to be the same as or compatible with something else
715,match,He confirmed the serial number matched the warranty card.,to correspond,to be the same as or compatible with something else
716,match,The symptoms matched those described in the textbook.,to correspond,to be the same as or compatible with something else
717,match,She checked that the signatures matched on the contract.,to correspond,to be the same as or compatible with something else
718,match,The new carpet matched the original flooring surprisingly well.,to correspond,to be the same as or compatible with something else
719,match,His actions never seemed to match his words.,to correspond,to be the same as or compatible with something else
720,match,The luggage tag matched the name on the boarding pass.,to correspond,to be the same as or compatible with something else
721,bark,The dog's bark echoed through the empty street.,dog sound,the short loud sound made by a dog
722,bark,She was startled by the sudden bark from next door.,dog sound,the short loud sound made by a dog
723,bark,The bark of the guard dog scared off the intruder.,dog sound,the short loud sound made by a dog
724,bark,He heard a bark from the kennel as he passed.,dog sound,the short loud sound made by a dog
